indicator_key,var_id,indikator,unit,subject,source_domain,kode_wilayah,nama_wilayah,turvar_id,turvar_label,th_id,tahun,turth_id,turth_label,nilai,data_key,last_update
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1200,SUMATERA UTARA,434,Jumlah,124,2024,62,Semester 2 (September),7.19,120019243412462,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1300,SUMATERA BARAT,432,Perkotaan,124,2024,61,Semester 1 (Maret),4.72,130019243212461,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1300,SUMATERA BARAT,432,Perkotaan,124,2024,62,Semester 2 (September),4.16,130019243212462,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1300,SUMATERA BARAT,433,Perdesaan,124,2024,61,Semester 1 (Maret),7.28,130019243312461,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1300,SUMATERA BARAT,433,Perdesaan,124,2024,62,Semester 2 (September),6.79,130019243312462,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1300,SUMATERA BARAT,434,Jumlah,124,2024,61,Semester 1 (Maret),5.97,130019243412461,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1300,SUMATERA BARAT,434,Jumlah,124,2024,62,Semester 2 (September),5.42,130019243412462,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1400,RIAU,432,Perkotaan,124,2024,61,Semester 1 (Maret),6.76,140019243212461,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1400,RIAU,432,Perkotaan,124,2024,62,Semester 2 (September),6.11,140019243212462,2026-02-05 13:03:51
poverty_rate,192,Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah,Persen,Kemiskinan dan Ketimpangan,0000,1400,RIAU,433,Perdesaan,124,2024,61,Semester 1 (Maret),6.61,140019243312461,2026-02-05 13:03:51
