indicator_key,var_id,kode_wilayah,th_id,turvar_id,turth_id,data_key,source_domain,nilai,last_update,artifact_path,snapshot_id
poverty_rate,192,1700,122,433,62,170019243312262,0000,14.24,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2022.json,bps-data-e46aa53d43b00c96
poverty_rate,192,1700,122,434,61,170019243412261,0000,14.62,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2022.json,bps-data-e46aa53d43b00c96
poverty_rate,192,1700,122,434,62,170019243412262,0000,14.34,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2022.json,bps-data-e46aa53d43b00c96
poverty_rate,192,1700,123,432,61,170019243212361,0000,14.21,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2023.json,bps-data-d8ab23f832cb7cbe
poverty_rate,192,1700,123,433,61,170019243312361,0000,13.96,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2023.json,bps-data-d8ab23f832cb7cbe
poverty_rate,192,1700,123,434,61,170019243412361,0000,14.04,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2023.json,bps-data-d8ab23f832cb7cbe
poverty_rate,192,1700,124,432,61,170019243212461,0000,13.56,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2024.json,bps-data-8c5cb32173251389
poverty_rate,192,1700,124,432,62,170019243212462,0000,12.32,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2024.json,bps-data-8c5cb32173251389
poverty_rate,192,1700,124,433,61,170019243312461,0000,13.56,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2024.json,bps-data-8c5cb32173251389
poverty_rate,192,1700,124,433,62,170019243312462,0000,12.63,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2024.json,bps-data-8c5cb32173251389
poverty_rate,192,1700,124,434,61,170019243412461,0000,13.56,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2024.json,bps-data-8c5cb32173251389
